Velocity_Vals,θ = 0.05,θ = 0.5,θ = 0.95
v0 = 20.0,2.9408241513320285e-5,5.738751716939338e-5,0.00010486735185651376
v0 = 35.0,0.002549038215915508,0.005996037828176232,0.009484143439303016
v0 = 50.0,5.125072797304136e-5,0.0002807364647615755,0.0005927064061376442
