Velocity_Vals,θ = 0.05,θ = 0.5,θ = 0.95
v0 = 20.0,6.28213026453192e-5,0.00012663522558649062,0.00022437043363654596
v0 = 35.0,0.005648305036881649,0.013522008132627833,0.02082610937303709
v0 = 50.0,4.621976527966153e-5,0.00023817127961317497,0.0005115319907979741
